"ID","TreatmentDate","OptInDate","GMV2015"
94268,2016-07-26,2017-01-05,11500.08
160299,2016-06-06,2016-06-14,27187.91
134282,2016-06-21,2016-06-29,17049.69
21588,2016-08-08,NA,11608.8
109452,2016-06-13,NA,17050.64
155734,2016-06-21,2016-06-21,89551.99
162852,2016-06-21,2016-06-21,710870.13
174649,2016-05-12,2016-05-12,69084.5
86271,2016-06-13,NA,28965.39
159372,2016-06-13,NA,34357.66
149225,2016-08-08,NA,256361.01
127437,2016-08-08,NA,119568.28
32802,2016-06-21,NA,99318.44
133938,2016-06-13,NA,16799.07
145380,2016-05-12,2016-05-27,15009.81
123853,2016-08-08,NA,17933.65
50071,2016-06-21,NA,30818.5
9192,2016-06-21,NA,60059.51
137298,2016-08-08,NA,29777.71
150086,2016-06-21,NA,16194.4
72469,2016-06-21,2016-11-04,15592.49
33747,2016-06-21,NA,15012.28
147327,2016-06-21,NA,166485.65
104787,2016-06-06,NA,78949.8
75157,2016-06-21,2016-07-21,368552.34
73367,2016-06-13,2016-06-22,42187.12
116480,2016-06-06,2016-06-07,26454.14
37468,2016-08-08,NA,13009.34
163689,2016-08-08,NA,10943.64
52414,2016-06-13,NA,17886.68
145334,2016-08-08,NA,14603.4
80650,2016-06-13,2016-07-09,10954.9
131136,2016-08-08,2016-09-08,23015
158948,2016-08-08,2016-08-09,30387.73
22959,2016-07-26,2016-07-28,31869.56
46276,2016-06-21,2016-10-11,12167.85
160113,2016-06-13,NA,29757.89
34081,2016-06-13,2016-06-13,24919.04
110674,2016-08-08,NA,76842.37
60065,2016-06-13,2016-08-07,35972.4
24989,2016-06-13,NA,11029.89
159707,2016-06-13,NA,11555.45
84535,2016-06-21,NA,21485.62
26198,2016-06-13,NA,743491.4
50675,2016-08-08,NA,47415.68
72099,2016-06-13,2016-06-23,219779.03
164947,2016-06-13,2016-07-11,16425.85
166216,2016-06-13,2016-08-22,11983.88
172369,2016-06-21,NA,19514.94
21949,2016-06-13,NA,25670.95
143427,2016-06-13,NA,21901
99401,2016-06-13,2016-08-03,15677.24
86901,2016-07-26,2017-01-06,32078.78
122976,2016-08-08,2016-08-18,18713.57
5113,2016-06-13,NA,10025.11
23394,2016-06-21,NA,12297.19
27100,2016-06-13,2016-07-25,44958.66
117978,2016-06-06,2016-09-18,18138.43
163089,2016-08-08,NA,48792.49
65110,2016-06-06,NA,61692.87
136761,2016-08-08,NA,11121.95
133489,2016-06-13,2016-06-13,172197.85
50154,2016-06-21,2016-06-23,37864.89
48634,2016-06-21,2016-06-21,189848.22
38438,2016-06-21,2017-02-03,11280.94
145635,2016-06-21,2016-11-08,23698.21
110770,2016-06-21,2016-06-21,58852.89
64578,2016-08-08,NA,16321.84
24436,2016-08-08,NA,118343.49
85866,2016-08-08,NA,218652.8
92661,2016-05-12,NA,39118.84
39030,2016-06-13,2016-07-05,16310.66
135951,2016-06-13,2016-06-14,10947.29
22572,2016-07-26,NA,39911.77
139841,2016-06-13,2016-09-08,16099.28
147833,2016-05-19,2016-05-21,13446.88
86157,2016-06-21,NA,13208.49
25956,2016-06-13,2016-07-25,65768.81
81778,2016-06-13,2016-07-10,84081.04
4915,2016-08-08,NA,15887.49
88465,2016-05-19,2016-07-24,13663.87
99883,2016-06-13,NA,23982.5
158066,2016-07-26,NA,377526.05
150547,2016-08-08,2016-08-13,12227.84
149718,2016-08-08,NA,17191.6
84617,2016-06-06,2016-08-26,59403.18
20859,2016-06-06,2016-07-09,90303.6
95703,2016-06-13,2016-08-22,20498.94
70890,2016-08-08,NA,29179.99
4854,2016-06-06,NA,16474.42
150820,2016-06-13,2016-08-29,17001.19
168111,2016-08-08,2016-08-09,54500
169187,2016-06-13,NA,11507.31
1873,2016-05-12,NA,20829.19
39190,2016-06-21,2017-02-13,21035.97
149082,2016-06-13,2016-06-16,49971.57
75661,2016-06-21,NA,14111.54
150795,2016-06-13,NA,10229.36
96122,2016-08-08,2016-08-12,17875
179621,2016-05-19,2016-05-19,230315.82
150038,2016-06-13,2017-03-22,59759.09
15509,2016-07-26,NA,25496.9
13726,2016-06-13,NA,15956.94
134506,2016-08-08,NA,23937.18
113886,2016-06-06,2016-06-11,13639.66
162499,2016-08-08,2017-02-07,266617.35
9780,2016-06-13,NA,20421.26
94989,2016-08-08,NA,631943.79
13329,2016-06-13,2016-06-21,17104.44
160574,2016-06-06,NA,47344.99
88765,2016-08-08,2016-08-10,100267.08
147519,2016-06-13,2017-02-01,39762.59
165598,2016-08-08,NA,15527.42
2579,2016-06-13,NA,11101.39
123458,2016-07-26,2017-03-14,43912.75
157437,2016-08-08,2016-08-08,50289.99
147406,2016-08-08,2016-09-07,45323.07
155824,2016-08-08,2016-08-08,128375.27
93183,2016-06-13,NA,38226.63
138049,2016-08-08,NA,78026.78
53723,2016-08-08,NA,361225.24
104446,2016-08-08,2016-10-18,20722.59
52619,2016-08-08,2016-09-25,25817.54
30894,2016-06-21,NA,12368.24
84513,2016-08-08,NA,73885
74621,2016-08-08,NA,20602.44
157405,2016-08-08,2016-08-09,11555.9
174619,2016-06-13,2016-06-13,41520.94
62335,2016-06-06,NA,20023.78
61031,2016-06-13,2016-06-30,21410.96
160236,2016-08-08,NA,51379.58
20048,2016-08-08,NA,28759.87
10903,2016-06-13,2016-06-19,146015.79
45661,2016-08-08,NA,13971.34
12397,2016-06-13,2017-03-04,15044.63
161240,2016-06-13,NA,37524
84562,2016-06-21,NA,118751.03
90410,2016-08-08,NA,11151.8
180072,2016-05-19,NA,21331.72
146643,2016-07-26,NA,14986.49
120956,2016-05-19,NA,26783.14
139096,2016-06-13,2016-06-13,14380.93
17263,2016-06-13,2016-09-19,14194.3
141673,2016-06-13,2016-06-13,34600
151717,2016-06-13,2016-06-16,108947.59
18356,2016-06-13,NA,37497.43
181711,2016-06-06,2016-06-09,16058.57
71156,2016-06-21,2016-06-24,13253.6
168673,2016-06-13,2016-06-20,59256.66
141614,2016-06-13,NA,13596.75
158325,2016-06-13,NA,13621.31
112028,2016-08-08,NA,12824.44
87196,2016-06-06,NA,25655.8
111912,2016-06-21,NA,16292.47
95249,2016-05-12,2016-05-12,21154.11
171908,2016-06-21,2016-06-22,10833.02
6207,2016-06-13,NA,13618.71
51286,2016-06-06,2017-01-05,22659.12
5003,2016-06-21,2016-06-21,14055.06
154977,2016-08-08,2016-11-06,77500.89
103276,2016-06-13,NA,21271.36
28134,2016-06-13,2016-06-18,19388.03
78383,2016-05-12,NA,10012.05
143303,2016-06-21,NA,60826.15
123583,2016-06-13,NA,27758.39
133507,2016-06-06,NA,21802.42
176936,2016-05-19,2016-05-23,21950.68
18686,2016-06-06,NA,14878.21
24272,2016-06-13,NA,14216.7
5247,2016-06-21,NA,14529.98
182481,2016-06-21,2016-06-21,12031.73
125105,2016-06-06,NA,11145
37371,2016-06-21,2016-06-24,12536.97
104982,2016-06-13,2016-06-23,33800
166780,2016-06-21,2017-02-21,12393.1
42722,2016-06-21,NA,532542
183286,2016-06-13,2016-08-03,27862.67
68001,2016-06-21,NA,27844.37
24678,2016-08-08,NA,17358.05
57145,2016-06-13,NA,10707.79
150056,2016-08-08,NA,106154.12
83058,2016-06-21,2016-08-02,195581.17
73418,2016-06-13,2016-06-14,28301.23
173492,2016-06-21,2016-06-21,59752.73
125943,2016-06-13,2017-02-09,299139.85
113473,2016-06-21,NA,12276.14
47418,2016-08-08,NA,35550.54
175917,2016-06-13,NA,16961.82
44954,2016-08-08,NA,12936.53
72724,2016-08-08,2016-11-14,26480.73
170946,2016-08-08,2016-12-19,12923.69
180817,2016-08-08,NA,18481.23
154432,2016-06-13,2016-09-01,84105.21
112834,2016-06-13,NA,27705.71
135466,2016-06-13,NA,23269.91
54483,2016-08-08,2016-08-30,12411.68
70085,2016-08-08,2017-01-10,23642.05
160411,2016-06-13,2016-07-31,23278
30377,2016-07-26,NA,22557.64
22563,2016-06-13,2016-06-21,28276.64
62449,2016-06-06,NA,14786.34
78533,2016-08-08,NA,239302.13
90438,2016-06-13,NA,20223.76
97775,2016-06-21,2016-06-21,52812.15
37049,2016-08-08,NA,39113.63
182484,2016-06-21,NA,10335.51
37905,2016-08-08,NA,13554.9
50112,2016-08-08,NA,19515.77
134581,2016-07-26,NA,51192.28
99227,2016-05-12,NA,16298
119638,2016-08-08,NA,20001
136946,2016-06-21,2016-06-23,120836.31
111519,2016-06-13,2016-06-15,14053.86
119663,2016-06-13,NA,69886.5
52721,2016-06-21,NA,12082.14
156639,2016-06-13,NA,18926.35
148217,2016-06-13,2017-01-11,10088.44
149298,2016-06-06,NA,104934.16
54380,2016-08-08,2016-08-11,18427.77
149277,2016-06-13,2016-06-13,22769.83
171432,2016-08-08,NA,11448.78
105649,2016-06-06,NA,16357.22
75342,2016-06-13,2016-06-17,24800.65
129388,2016-06-21,2016-07-22,42795.63
51767,2016-06-13,NA,12593.53
119534,2016-06-21,2016-06-21,33299.95
117976,2016-06-13,2016-08-02,119162.69
127898,2016-08-08,NA,34138.66
143719,2016-06-21,2016-09-08,39308.29
399,2016-08-08,2016-08-09,10531.34
13906,2016-06-21,NA,17580.49
5181,2016-08-08,NA,55172.7
172928,2016-06-13,2016-06-20,15460.5
114056,2016-08-08,2016-10-21,123665.07
61807,2016-06-13,2016-07-15,90815.62
1912,2016-05-19,NA,101697.75
4586,2016-06-13,2017-02-14,61361.6
45573,2016-06-13,NA,17794.95
101233,2016-08-08,2016-08-09,74492.67
27544,2016-06-13,NA,176038.47
102568,2016-08-08,NA,49788.88
115836,2016-06-13,NA,28059.3
13788,2016-06-21,NA,13582.83
110230,2016-07-26,2016-10-20,60884.99
63140,2016-08-08,NA,17108.5
30855,2016-06-13,2016-07-05,42259.23
46691,2016-08-08,2016-08-08,12044.33
148826,2016-06-13,NA,36114.74
48503,2016-06-13,NA,23889.61
116807,2016-06-13,2016-10-06,25997.49
96630,2016-06-13,2016-06-18,18954.75
173693,2016-06-13,2016-07-22,27453.85
82875,2016-08-08,NA,16209.38
31779,2016-08-08,NA,11059.18
51997,2016-06-13,2016-06-13,20534.68
180385,2016-06-21,2016-07-01,40068.45
145461,2016-08-08,2016-09-26,13545.7
22891,2016-08-08,2016-11-07,13397.02
71713,2016-06-21,NA,40954.86
170316,2016-08-08,NA,51838.07
169025,2016-08-08,2016-09-02,27715.41
74398,2016-06-13,NA,27581.32
75923,2016-06-13,NA,36958.73
106208,2016-06-06,NA,80889.81
34308,2016-06-13,NA,27147.23
117682,2016-06-13,2017-02-22,73146.48
5084,2016-08-08,NA,94073.08
65519,2016-06-21,NA,16773.27
16420,2016-06-21,NA,135069.99
116378,2016-06-13,2016-06-14,15100.06
74905,2016-06-13,2016-07-02,17230.03
62862,2016-06-13,2016-07-14,10751.59
62507,2016-06-13,NA,20883.47
125021,2016-06-13,NA,44957.73
25407,2016-06-06,2016-07-30,15603.95
170849,2016-06-13,2016-07-20,37266.81
171295,2016-07-26,NA,12375
58885,2016-08-08,NA,46877.48
128060,2016-06-13,2016-06-15,40409.6
25461,2016-05-12,NA,141057.38
108912,2016-06-13,2017-01-09,1959241.03
58739,2016-06-13,NA,79176.51
53962,2016-05-12,2016-07-22,65567.01
124214,2016-05-12,2017-01-04,25289.16
1917,2016-08-08,NA,13421.17
180956,2016-06-13,2016-07-04,164328.51
51557,2016-08-08,2016-09-08,94846.48
83780,2016-06-13,2016-07-26,14143.98
82304,2016-06-13,2016-07-02,12022.76
825,2016-06-13,NA,64384.52
117555,2016-07-26,2016-11-06,654879.38
34227,2016-08-08,2016-08-16,15175.23
183234,2016-08-08,NA,29504.84
102757,2016-08-08,NA,10983.16
71600,2016-06-13,2016-08-29,25788.42
85646,2016-07-26,NA,193296.4
84418,2016-06-21,2016-06-22,50060.66
107483,2016-06-06,NA,16437.54
52802,2016-06-13,2016-06-15,14389.55
98816,2016-08-08,2016-08-24,23017.4
141964,2016-08-08,NA,55264.11
85694,2016-08-08,NA,10410.36
16373,2016-05-19,2016-08-09,23495.19
79335,2016-08-08,2016-08-29,16911.75
137929,2016-06-21,2017-01-25,16244.27
52050,2016-06-13,NA,53414.54
174313,2016-06-13,2016-06-15,30774.84
128384,2016-06-13,NA,94079.5
98060,2016-07-26,NA,18672.7
33244,2016-06-13,NA,53451.65
93642,2016-06-21,NA,17936.54
117646,2016-08-08,NA,317809.96
91403,2016-08-08,NA,14018.81
50383,2016-06-06,NA,180765.85
147237,2016-06-13,NA,10444.17
161506,2016-06-13,NA,556699.91
35007,2016-06-21,NA,27725.21
47730,2016-05-19,2016-05-25,27389.84
52325,2016-08-08,2016-12-22,11517.01
88915,2016-07-26,2016-10-15,1343604.24
16613,2016-06-13,2016-10-16,150684.5
811,2016-06-13,2016-07-09,26633.64
9157,2016-06-06,NA,22991.47
164606,2016-08-08,2016-08-19,14965.94
22029,2016-06-13,NA,110820.03
6038,2016-06-13,NA,44520.19
109176,2016-08-08,NA,22924.09
180058,2016-06-13,2016-09-20,140896.79
152449,2016-07-26,2016-07-31,11321.6
156390,2016-06-13,NA,68494.12
32238,2016-06-13,2016-06-15,114898.1
165986,2016-06-13,NA,135333.08
130713,2016-05-19,NA,14455.7
180622,2016-06-13,2016-06-27,28252.07
98797,2016-08-08,2016-08-31,11171.72
52504,2016-08-08,NA,20737.5
95836,2016-07-26,NA,41295.19
182257,2016-08-08,2016-08-08,13086.84
127970,2016-06-21,2016-06-22,60663.69
137197,2016-06-21,NA,96610.75
98517,2016-05-12,NA,58208.04
72598,2016-06-06,2016-06-09,20728.13
4806,2016-08-08,2016-08-21,47706.42
144761,2016-06-06,NA,32673.27
53341,2016-06-06,NA,71487.19
3387,2016-06-13,NA,30906.21
28294,2016-08-08,NA,12539.73
144260,2016-06-06,NA,34564.67
88200,2016-06-13,NA,53614.8
106446,2016-06-21,2016-10-22,13683.27
13610,2016-08-08,NA,13937.17
84445,2016-07-26,2016-07-27,32123.75
124577,2016-06-13,NA,44833.35
4195,2016-06-21,2016-07-19,95802.56
91081,2016-08-08,NA,12065.49
24889,2016-05-19,NA,10515.4
176356,2016-08-08,NA,21391.91
148707,2016-08-08,2016-09-05,14374.26
78101,2016-06-13,NA,15997.24
92245,2016-05-19,NA,54439.19
46670,2016-06-13,2016-07-04,29307.45
159752,2016-06-06,2016-06-21,15044.6
178891,2016-06-13,NA,14803.99
3347,2016-08-08,2016-09-12,100997.26
9432,2016-06-06,2016-06-06,53229.84
27473,2016-08-08,NA,10065.69
181258,2016-06-21,NA,50914.73
44735,2016-08-08,NA,18656.07
25818,2016-05-12,2016-06-06,20931.21
89403,2016-05-19,NA,11649.39
168820,2016-06-21,NA,11339
79946,2016-06-21,NA,111699.13
146075,2016-06-21,2016-08-01,10628
70719,2016-06-13,NA,1497860.41
69356,2016-06-21,2016-06-21,12582.6
38489,2016-08-08,2016-09-05,11662.7
183066,2016-06-21,2016-07-06,17869.11
5220,2016-06-13,NA,22159.49
83011,2016-08-08,2016-12-22,12787.24
171599,2016-08-08,NA,11271.08
176020,2016-06-13,2016-06-22,16989.57
18623,2016-06-13,2016-07-07,11937.17
173716,2016-05-12,2016-05-13,39972.64
85584,2016-06-06,2017-01-23,14474.99
4585,2016-06-21,NA,21109.72
139816,2016-05-19,2016-05-19,24798.38
42617,2016-08-08,2017-01-04,220559.24
178060,2016-06-13,2016-10-23,17524.94
180418,2016-06-21,NA,27765.85
165783,2016-06-06,NA,15920.49
152504,2016-07-26,2016-07-27,148108.05
23145,2016-07-26,NA,14223.78
59215,2016-06-21,2017-02-06,11970.52
107622,2016-08-08,NA,22076.95
182260,2016-08-08,NA,48063
31487,2016-06-21,NA,19988.12
9485,2016-06-06,NA,12180
157825,2016-06-13,2016-09-16,15666.41
42935,2016-06-21,2016-07-06,41206.2
44252,2016-06-13,NA,11400
17719,2016-06-21,NA,14718.07
2877,2016-08-08,NA,39411.33
180191,2016-06-13,2016-06-21,22845.37
23119,2016-08-08,NA,25288.23
122121,2016-06-13,NA,14465.5
26993,2016-08-08,NA,10416.62
44310,2016-06-13,NA,15459.57
168434,2016-06-21,2016-07-01,28080.52
101996,2016-05-12,2016-05-13,12805.07
38916,2016-08-08,NA,19935.94
7277,2016-06-13,NA,11076.21
18760,2016-05-19,NA,13749.86
74474,2016-05-19,2016-05-20,13027.12
53970,2016-06-21,NA,11248.36
104897,2016-07-26,NA,30008
21572,2016-06-13,2016-06-13,22061.83
135672,2016-05-12,2016-06-20,56514.25
95908,2016-06-13,NA,79570.25
113772,2016-06-13,2016-10-12,159821.56
90341,2016-06-13,NA,23065.13
138039,2016-06-06,2016-06-06,26990.76
57817,2016-06-13,NA,11178
151274,2016-08-08,2016-08-26,196746.71
66332,2016-05-19,2016-05-25,19028.17
163614,2016-08-08,NA,11290.91
152071,2016-06-13,2016-07-05,12943.88
146668,2016-06-13,2016-06-14,20427.34
66041,2016-08-08,2017-01-25,52721.28
101809,2016-08-08,2016-08-09,104613.5
168016,2016-06-06,NA,13452.76
102105,2016-06-13,2016-08-19,16722.7
180689,2016-08-08,2016-08-26,18423.9
163816,2016-06-06,2016-06-06,14499.01
55170,2016-06-13,NA,26688.85
67218,2016-06-06,2016-10-01,66436.71
136190,2016-05-12,NA,82930.69
46846,2016-08-08,2016-08-08,147245.04
128933,2016-06-13,2016-06-13,43340.9
52763,2016-08-08,2016-08-15,21079.51
116671,2016-08-08,NA,10114.22
53588,2016-06-21,NA,21979.44
66708,2016-05-12,2016-05-19,88660.03
148656,2016-08-08,2016-09-27,469782.5
22582,2016-07-26,2016-08-14,1295281.52
89924,2016-06-21,2016-07-05,32384.81
36430,2016-06-13,2016-10-30,35789.84
105335,2016-06-21,NA,113049.97
140707,2016-08-08,2016-08-12,11734.65
56125,2016-06-13,2016-06-13,57921.16
147937,2016-06-13,2016-09-26,13612.19
181611,2016-08-08,NA,32265.39
9850,2016-08-08,NA,10978
58801,2016-06-21,NA,20792.75
109821,2016-06-21,NA,15828.66
52835,2016-05-12,2016-06-20,25502.13
114071,2016-08-08,2016-08-16,11192.86
99345,2016-06-21,2016-06-23,19958.7
77539,2016-06-21,2016-07-01,67631.71
163785,2016-06-21,NA,122214.48
19140,2016-06-13,2016-06-13,237072.51
64166,2016-06-21,NA,32165.28
142866,2016-08-08,2016-11-03,45400
180285,2016-08-08,2016-11-16,19343.06
40897,2016-08-08,2016-08-14,25343.98
172355,2016-07-26,2016-08-15,61887.8
178017,2016-05-12,NA,14997.78
18177,2016-06-13,NA,237905.19
165220,2016-06-13,NA,147547.81
120047,2016-06-13,2016-06-17,126387.31
148944,2016-06-13,2016-06-14,10759.13
66891,2016-08-08,NA,13048.49
43097,2016-06-13,NA,10403.03
95716,2016-06-21,2016-08-17,19763.91
18973,2016-06-13,2016-06-29,133610.63
79939,2016-06-06,NA,13698.97
130385,2016-08-08,NA,35432.59
50551,2016-06-13,2016-08-18,12389.51
179939,2016-06-21,NA,32685.83
179087,2016-08-08,NA,26155.93
34717,2016-06-21,2016-07-20,81368.79
159236,2016-06-06,2016-06-09,40862.48
38988,2016-06-21,2016-06-22,194030.81
167991,2016-06-13,2016-06-17,37361.05
56949,2016-08-08,NA,37240.58
178438,2016-05-12,NA,26472.74
148881,2016-07-26,2016-08-01,27484.22
132761,2016-06-13,NA,25818.44
17476,2016-06-13,2016-06-14,10621.52
114854,2016-06-13,NA,19197.83
132452,2016-06-13,2016-06-14,19651.72
113680,2016-06-13,NA,24655.32
21639,2016-08-08,NA,10707.58
61552,2016-06-13,NA,35013.65
123767,2016-07-26,2016-08-16,31518.8
130706,2016-06-13,2016-06-14,19410.73
85958,2016-06-13,2016-07-08,50013.22
74979,2016-08-08,NA,35520.11
135197,2016-08-08,NA,130326.12
122045,2016-06-21,NA,20892.07
136555,2016-06-13,NA,20710.8
7110,2016-08-08,NA,18356.18
126681,2016-06-13,2016-06-16,18918.06
56157,2016-08-08,2016-09-16,57470
174720,2016-06-21,NA,262831.07
156203,2016-08-08,NA,12132.24
66336,2016-08-08,NA,15341.5
133528,2016-07-26,NA,16393.63
176727,2016-06-21,2016-06-22,43902.98
20249,2016-06-13,NA,15100.89
167451,2016-08-08,NA,56730.68
35758,2016-08-08,2016-09-07,430646.6
44659,2016-08-08,NA,166677.65
97806,2016-06-21,2017-03-13,13307.15
77256,2016-06-13,NA,59180.27
108995,2016-06-21,NA,11023.64
54071,2016-06-06,NA,190200.44
23042,2016-08-08,NA,13553.53
94526,2016-07-26,2016-07-28,17059
7953,2016-06-13,NA,15625.23
1200,2016-05-12,NA,41062.3
89514,2016-08-08,2016-09-07,18716.77
72591,2016-07-26,2016-07-26,69988.62
121408,2016-06-13,2016-06-14,88670.18
169020,2016-08-08,NA,18214.28
142747,2016-06-13,2016-09-26,24382.52
131915,2016-06-06,2017-02-09,32600.65
106977,2016-07-26,NA,16186.03
56243,2016-08-08,2016-08-09,18952.22
101873,2016-06-06,NA,49052
129116,2016-07-26,2016-07-31,15800.47
89360,2016-08-08,NA,14791.38
158779,2016-07-26,2016-07-26,55143.42
140550,2016-06-21,NA,10506.93
174943,2016-06-21,2016-07-07,21536.88
101939,2016-06-06,2016-06-17,13226.49
105388,2016-06-21,NA,21039.61
134662,2016-06-13,2016-06-13,25798.22
13647,2016-08-08,NA,17763.51
72675,2016-06-21,2016-06-27,105579.47
173285,2016-06-06,NA,14136.99
170546,2016-08-08,2016-08-09,433380.61
1409,2016-08-08,NA,10443.43
156659,2016-08-08,2016-11-06,18373.47
19453,2016-08-08,NA,31425.1
5362,2016-06-13,NA,56141.37
42672,2016-06-13,2016-06-13,97694.03
32450,2016-06-13,2016-06-25,17411.08
24232,2016-08-08,NA,46843.56
65999,2016-06-06,2016-06-07,21021.41
9639,2016-08-08,NA,33965.52
155933,2016-06-13,2016-07-08,28290.09
114992,2016-06-21,NA,10239.38
68491,2016-06-13,NA,16179.41
3065,2016-06-21,NA,39716.7
12412,2016-06-13,NA,58008.41
93527,2016-06-13,NA,31533.91
24786,2016-06-06,NA,16486.19
103710,2016-06-21,2016-08-29,152737.46
20001,2016-06-21,NA,14164.44
1180,2016-05-19,2016-05-20,48992.89
158132,2016-07-26,NA,55087.34
33753,2016-08-08,NA,25253.9
22015,2016-08-08,NA,19166.39
26730,2016-06-13,2016-06-14,29371.12
115831,2016-06-21,NA,48674.99
4886,2016-06-21,2016-07-05,14587.5
27712,2016-08-08,NA,15579.37
29344,2016-06-13,NA,11722.7
34515,2016-06-13,2016-08-24,23211.25
154913,2016-08-08,NA,127661.5
105736,2016-06-13,2016-06-25,30625.14
58622,2016-06-13,2017-02-16,10074.94
169818,2016-06-21,2016-07-03,17845.93
240,2016-06-13,2016-06-28,17149.41
36908,2016-06-13,NA,26716.88
139885,2016-06-13,2016-06-13,44163.84
15164,2016-05-19,2016-05-23,11033.25
101194,2016-06-13,NA,124921.55
131500,2016-08-08,NA,24999.79
461,2016-08-08,2017-01-11,201507.23
159303,2016-06-21,NA,338714.96
122962,2016-06-21,2016-07-08,10119.86
98626,2016-06-21,2016-08-02,12639.19
150622,2016-06-21,2016-07-26,223663.31
6515,2016-08-08,2016-08-21,22074.78
125991,2016-06-21,NA,10772.76
99372,2016-06-13,NA,10114.26
100443,2016-06-13,NA,25423.46
134222,2016-06-21,NA,11215.05
144329,2016-06-13,2016-08-30,86372.88
169525,2016-08-08,NA,12051.91
153057,2016-06-21,NA,34535.44
55924,2016-05-12,2016-10-18,44132
102721,2016-06-21,NA,13954.99
3547,2016-06-13,2016-06-18,27920.9
151262,2016-05-19,2016-09-26,64944.73
165987,2016-06-13,2016-06-26,27372.81
47044,2016-08-08,NA,19178
29598,2016-08-08,NA,29345.69
173332,2016-08-08,NA,24181.74
118568,2016-06-13,2016-06-16,27938.89
45160,2016-06-21,NA,52380.63
39150,2016-06-21,2016-07-16,351049.98
124271,2016-06-21,NA,15735.11
86097,2016-08-08,2017-02-17,12287.19
98490,2016-08-08,2016-08-13,25594.09
153529,2016-06-21,2016-06-22,21901.34
91359,2016-06-21,2016-06-21,17793.6
163829,2016-06-13,2016-06-13,25694.92
126727,2016-06-06,NA,207892.25
32751,2016-06-13,2016-06-30,81302.7
122773,2016-08-08,2016-10-06,124333.76
23721,2016-06-13,2016-07-28,30058.63
101774,2016-06-21,2016-11-05,1824255.62
20546,2016-06-21,NA,29770
26576,2016-06-13,2017-01-19,13218.08
159761,2016-06-21,2016-09-26,31165.77
87162,2016-08-08,NA,12390.05
147724,2016-06-06,NA,25219.51
64532,2016-05-12,2016-05-14,22016.72
151394,2016-08-08,2016-09-01,20153.83
123083,2016-06-06,NA,12028.13
31504,2016-08-08,2016-11-01,26397.08
105372,2016-06-13,NA,23750.87
39595,2016-05-12,2016-05-21,10888.31
146853,2016-08-08,2016-11-20,148045.44
31560,2016-06-06,2016-11-03,12562.4
19580,2016-08-08,NA,56432
155101,2016-06-06,2016-07-11,15772.05
143180,2016-06-21,NA,66265.23
82800,2016-06-06,NA,166788.41
62689,2016-08-08,2016-09-10,67423.63
166826,2016-06-13,NA,11914.94
104162,2016-08-08,NA,21037.15
63306,2016-08-08,2016-08-10,26139.2
57209,2016-06-13,2016-06-13,76040.58
152323,2016-08-08,NA,12730.96
26923,2016-06-13,NA,45503.07
4215,2016-06-13,2016-06-13,100376.58
20438,2016-06-21,NA,23374.69
74878,2016-06-13,2016-07-19,13446.1
88182,2016-06-13,NA,98627.49
153338,2016-06-21,NA,55795.67
82437,2016-06-06,2016-10-20,13573.96
8901,2016-06-13,2016-06-18,42000
157220,2016-07-26,2016-10-12,421527.06
33255,2016-08-08,2016-11-04,85960.65
162191,2016-08-08,NA,54097.07
142715,2016-07-26,2017-02-26,17601.25
1171,2016-06-21,NA,27672.82
32923,2016-06-21,2016-11-10,42194.92
172046,2016-08-08,NA,80952.53
13763,2016-08-08,NA,16340.26
169722,2016-06-06,2016-06-07,24573.51
138736,2016-06-13,2016-06-14,38589.1
136887,2016-08-08,NA,10917.78
156609,2016-06-06,2016-09-28,47993.9
67801,2016-08-08,NA,41088.65
33494,2016-08-08,NA,16992.27
90988,2016-06-21,2016-07-13,17966.23
33718,2016-08-08,NA,13130.99
31636,2016-08-08,2016-08-10,16298.5
47287,2016-06-21,NA,16909.87
172635,2016-08-08,2016-10-06,81245.5
31470,2016-06-13,2016-06-28,143312.76
78709,2016-06-13,NA,17649.3
183700,2016-06-13,NA,28778.04
157008,2016-08-08,NA,12341.66
128887,2016-06-13,NA,16632.41
19676,2016-08-08,2017-02-14,11558.66
62575,2016-05-19,NA,10869.34
180216,2016-06-21,NA,10127.23
94503,2016-06-13,NA,129200
119211,2016-06-21,2016-08-25,44991
99003,2016-08-08,2016-09-02,94741.46
94157,2016-06-13,NA,30532.66
42851,2016-06-13,NA,79087.05
94003,2016-08-08,2016-09-26,25348.91
14764,2016-06-13,2017-03-11,14136.58
7364,2016-06-13,NA,38300
19238,2016-06-21,2016-07-05,21036.67
102209,2016-08-08,2016-12-29,30748.31
146889,2016-06-13,NA,10765.32
125233,2016-08-08,2016-08-09,20216.93
127906,2016-08-08,2016-08-23,51373.94
164518,2016-07-26,2016-11-14,58576.91
2064,2016-08-08,2016-08-29,14259.44
151778,2016-06-13,2016-11-09,43993.5
93080,2016-08-08,NA,78620.21
26072,2016-06-06,NA,10625.49
76392,2016-06-13,2016-06-16,41632.71
53089,2016-08-08,NA,35630.02
15598,2016-06-13,2016-06-16,62148.19
58170,2016-06-21,NA,13502.28
141338,2016-08-08,NA,33893.34
116627,2016-08-08,2016-09-01,27008.91
2729,2016-06-21,NA,310118.01
22581,2016-06-21,NA,15793.66
99274,2016-08-08,NA,15331.6
10781,2016-05-19,2017-01-24,13595.94
67007,2016-06-13,NA,32466.96
40749,2016-05-19,2016-06-13,22897.19
52299,2016-06-21,2016-08-22,525757.93
118085,2016-08-08,NA,15005.63
