"ID","TreatmentDate","OptInDate","GMV2015"
94669,2016-06-13,2016-06-13,21162.23
54178,2016-06-13,NA,49607.29
73201,2016-06-06,NA,19540.33
92080,2016-06-21,2016-07-06,107808.82
101701,2016-08-08,NA,11961.2
61013,2016-06-13,NA,23576.83
146941,2016-08-08,NA,20302.22
132121,2016-06-21,2017-02-14,31827.8
21254,2016-08-08,NA,13953.66
74756,2016-08-08,2016-08-11,25512.12
128538,2016-08-08,NA,42232.57
166816,2016-06-13,2016-06-16,22999.38
152983,2016-08-08,NA,21616.58
64841,2016-06-13,NA,53881.04
142496,2016-08-08,2016-08-23,12372.51
94719,2016-08-08,NA,63077.43
31149,2016-08-08,2016-08-08,56277.6
30231,2016-06-06,2017-02-21,417514.03
2017,2016-06-13,2016-06-15,17769.33
86668,2016-08-08,NA,10153.69
17333,2016-06-06,NA,17426.09
44426,2016-05-12,2016-05-12,15564.73
129392,2016-05-12,NA,17171.7
119523,2016-08-08,NA,98852.08
135729,2016-06-21,2016-07-14,21950.28
75041,2016-06-13,NA,14749.15
73168,2016-06-13,NA,16723.55
87433,2016-06-21,NA,15029.51
134473,2016-05-19,NA,11268.51
113487,2016-08-08,NA,95599.67
114422,2016-06-21,NA,15395.79
21812,2016-08-08,NA,10072.7
114125,2016-08-08,NA,11437.36
102884,2016-06-21,2016-07-16,16089.33
155362,2016-08-08,NA,11714.37
92628,2016-08-08,NA,25611.33
96776,2016-06-13,NA,13987.73
83719,2016-06-13,NA,12045
160051,2016-06-13,NA,12956.53
50851,2016-06-21,2016-09-20,11350.88
28762,2016-08-08,NA,12628.15
48765,2016-06-21,NA,10729.34
174352,2016-08-08,NA,15330
24110,2016-05-19,2016-05-23,26537.35
14369,2016-06-21,2016-06-26,20983.89
95281,2016-06-13,2016-06-15,15580.9
87161,2016-08-08,2016-10-31,187751.7
21299,2016-06-21,NA,118573.53
174703,2016-06-13,NA,26360.7
166136,2016-06-21,2016-08-07,32291.35
164818,2016-05-12,2016-05-20,167415.69
63400,2016-08-08,NA,650565.59
152764,2016-06-13,2016-08-12,51596.02
147062,2016-06-13,NA,14252.47
160470,2016-06-13,2016-08-15,14382.66
63614,2016-08-08,NA,10108.3
42671,2016-06-13,2016-07-16,22351.52
136103,2016-08-08,2016-09-26,25468.39
146950,2016-07-26,2016-07-27,35305.62
181531,2016-06-21,NA,16576.83
44839,2016-08-08,NA,13714.32
74423,2016-06-21,2016-06-21,62323.5
179216,2016-07-26,NA,17635.16
100643,2016-06-13,NA,46201
156756,2016-06-13,NA,11770.62
120638,2016-06-13,2016-06-13,19098.35
86132,2016-06-21,NA,15789.18
12137,2016-06-21,2016-06-25,19689.65
177276,2016-05-19,2016-05-24,11787.63
105681,2016-08-08,NA,18282.21
97096,2016-06-13,2017-01-03,72113.53
154087,2016-05-12,2016-08-19,18597.05
97297,2016-06-13,NA,11589.16
46358,2016-06-21,NA,13905.6
21423,2016-06-13,NA,17288.21
133758,2016-06-21,NA,59215.08
108066,2016-06-21,NA,10392.92
65588,2016-08-08,NA,29250.32
29132,2016-08-08,NA,35692.26
114677,2016-06-06,2016-09-05,11623.53
84067,2016-06-13,NA,31859.08
184074,2016-06-21,2016-06-22,10093.33
154863,2016-06-06,NA,26617.05
39861,2016-06-21,NA,13439.3
52109,2016-08-08,2016-10-17,91297.7
34684,2016-06-13,NA,46507.42
69816,2016-05-12,2016-05-18,125701.67
17595,2016-06-21,NA,11565.82
105755,2016-06-13,NA,57458.11
167754,2016-06-13,2016-07-17,25458.5
174505,2016-06-13,2016-06-14,25967.12
102710,2016-06-21,2016-08-01,10013.46
14968,2016-06-21,NA,33914.41
16860,2016-06-13,2016-09-18,18158.8
62139,2016-06-13,NA,33676.92
135782,2016-08-08,NA,39337.94
116157,2016-06-13,NA,12800.87
139883,2016-06-21,2016-07-26,140356.16
182244,2016-06-21,2016-06-21,21556.83
50041,2016-08-08,NA,18586.81
158999,2016-08-08,2016-09-12,21527.99
42197,2016-07-26,NA,22940.27
63418,2016-06-13,NA,12463.24
142100,2016-08-08,NA,95504.8
100764,2016-08-08,NA,36550.75
168180,2016-05-19,2017-01-08,66004.87
54552,2016-08-08,NA,51186
142531,2016-05-12,2016-07-29,25427.07
144828,2016-06-06,2016-06-09,56755.97
118520,2016-06-13,2016-06-17,22065.49
28603,2016-06-13,2016-06-14,25247.14
3290,2016-07-26,NA,240911.43
87375,2016-06-13,NA,10394.34
125580,2016-08-08,2016-08-27,36938.01
153808,2016-08-08,NA,38048.16
47884,2016-08-08,NA,103233.12
153760,2016-08-08,NA,12272.66
152136,2016-06-06,2016-06-14,18220.88
122054,2016-06-21,2016-06-22,40941.38
135969,2016-06-21,2016-06-21,25358.53
174800,2016-06-13,NA,58958.88
98555,2016-06-13,NA,130407.04
164980,2016-06-21,2016-06-21,10203.67
134099,2016-08-08,NA,11786.68
69017,2016-06-06,2016-06-23,20946.84
35202,2016-06-13,2017-03-10,25296.2
42435,2016-06-06,2016-06-06,198359.57
83688,2016-08-08,NA,11751.65
72290,2016-06-06,2016-06-07,43943.32
3956,2016-06-13,NA,46325.12
92063,2016-07-26,NA,1255753.24
173780,2016-08-08,2016-09-12,222113.08
102294,2016-06-06,2016-06-11,26389.23
92983,2016-08-08,2016-08-10,69579.75
119001,2016-05-19,NA,16491.75
181106,2016-08-08,NA,55505.56
138497,2016-06-13,2016-06-13,17296.92
51822,2016-07-26,2016-12-24,27561.09
181226,2016-06-13,NA,11264.66
34336,2016-05-12,2016-12-26,12585.33
9661,2016-07-26,2016-08-03,16600.72
145879,2016-08-08,2016-09-17,67592.18
20262,2016-08-08,NA,110228.35
178940,2016-06-13,2016-06-19,41030.2
1190,2016-06-13,NA,11412.91
176927,2016-06-13,NA,45170.99
73300,2016-06-06,NA,15405.9
96402,2016-08-08,NA,22382.11
124445,2016-06-13,2016-06-20,372278.26
5050,2016-06-06,2016-06-06,21386.79
63880,2016-06-21,2016-11-12,10811.14
137420,2016-06-13,2016-06-15,63701.43
23396,2016-06-06,NA,13047.92
6381,2016-08-08,NA,16075.38
71537,2016-08-08,NA,36741.09
31875,2016-08-08,NA,15048.88
87588,2016-08-08,2016-08-09,26068.2
17470,2016-06-21,NA,40477.8
3206,2016-08-08,NA,22002.55
91026,2016-06-13,NA,10613.61
49172,2016-08-08,NA,17600.11
163627,2016-08-08,NA,57858.9
64561,2016-06-21,2016-06-30,58046.8
125169,2016-08-08,NA,30111.42
155027,2016-06-13,NA,78387.41
170786,2016-06-13,2016-06-14,10920.45
26143,2016-06-06,NA,38844
55247,2016-06-21,NA,188645.25
161089,2016-06-13,NA,12964.5
104568,2016-06-21,2016-06-27,21752.62
49345,2016-05-12,2016-08-31,11549.23
6578,2016-07-26,NA,28381.59
64157,2016-08-08,NA,10612
2259,2016-08-08,2016-11-21,12555.46
4869,2016-06-13,NA,18154.07
154485,2016-06-21,2016-06-23,30939.82
131521,2016-06-13,NA,64634.21
18417,2016-08-08,NA,13159.04
104821,2016-06-21,NA,62237.6
91236,2016-06-13,2016-07-03,218473.91
171279,2016-06-21,2016-10-03,91205.64
121422,2016-06-13,2016-06-14,18248.91
102690,2016-08-08,NA,23085.95
27451,2016-06-21,NA,83396.04
129129,2016-08-08,2016-08-19,14489.93
173580,2016-07-26,2016-09-15,456350.9
63122,2016-06-13,2016-06-13,36287.79
150770,2016-07-26,NA,10809.52
9036,2016-08-08,NA,17924.75
9267,2016-06-21,2016-06-21,15712.71
170109,2016-06-21,2016-06-24,22651.76
179742,2016-06-06,NA,15848.31
87659,2016-08-08,NA,26224.29
42647,2016-06-21,NA,20094.97
166703,2016-08-08,NA,21764.63
63356,2016-08-08,2016-09-01,103030.23
86590,2016-06-21,NA,13908.38
27485,2016-06-13,NA,11460.6
79530,2016-06-21,2017-02-15,37948.72
102374,2016-08-08,2016-12-01,58257.46
181996,2016-06-13,2016-07-05,23430.88
162615,2016-06-21,NA,24975.54
11038,2016-06-21,NA,52311.29
114559,2016-07-26,2016-08-03,14266.46
33243,2016-06-13,NA,20621.63
102121,2016-06-21,NA,16681.41
146066,2016-06-13,2016-12-04,97790.8
7073,2016-05-19,NA,107585.05
179024,2016-08-08,2017-03-07,20999.33
9769,2016-08-08,NA,21744.37
35409,2016-06-21,NA,10058.5
117359,2016-06-13,2016-08-01,14369.58
137983,2016-06-13,2016-06-20,326662.72
146454,2016-06-13,NA,141891.17
88647,2016-06-13,NA,17721.81
174506,2016-08-08,NA,28895.82
173903,2016-08-08,NA,64387.75
143740,2016-08-08,2016-10-27,39499.72
169710,2016-05-12,2016-08-11,30917.3
90811,2016-08-08,NA,48293.78
122923,2016-06-13,NA,11020.66
116932,2016-08-08,NA,24069.08
1905,2016-08-08,2016-10-12,44988.8
63509,2016-06-13,NA,53650.64
157460,2016-05-12,NA,18493.68
145396,2016-06-13,NA,13228.37
163905,2016-08-08,2016-09-05,15485.73
18622,2016-06-21,2016-06-22,10127.69
27914,2016-07-26,NA,11878.26
167043,2016-08-08,NA,14082.92
100623,2016-06-21,2016-07-05,30154.21
159035,2016-07-26,NA,263691.16
174815,2016-06-21,2016-07-07,54995.7
115560,2016-05-12,2016-05-12,20420.63
139063,2016-06-13,NA,13963.22
2153,2016-08-08,NA,22293.76
153627,2016-06-13,NA,12336.86
47799,2016-08-08,NA,18430.13
19274,2016-08-08,NA,95235.48
44131,2016-08-08,NA,22682.2
158568,2016-06-13,2016-06-13,20810.81
95105,2016-06-13,NA,12988.3
131995,2016-06-21,2016-07-08,29011.77
107601,2016-06-06,NA,39554.94
57418,2016-05-19,2016-09-09,75114.97
29033,2016-06-13,NA,12509.69
79481,2016-06-21,NA,12318.85
93636,2016-06-06,2016-06-10,85345.66
3298,2016-06-21,2016-06-21,12534.83
75817,2016-06-13,2016-10-20,32980.88
90763,2016-08-08,2016-08-24,21478.53
118263,2016-06-06,2016-07-07,10817.44
19730,2016-06-13,2016-06-19,18720.02
67524,2016-08-08,2016-09-29,16784.17
108452,2016-06-06,2016-06-06,237008.16
96767,2016-06-13,2016-06-14,41977.12
136897,2016-05-19,2016-05-20,106208.67
117667,2016-06-13,NA,12561.43
165416,2016-05-19,2016-11-10,21561.52
135357,2016-06-06,NA,38578.5
22571,2016-06-21,NA,10039.48
31605,2016-08-08,NA,34091.83
71535,2016-08-08,NA,95259.63
158851,2016-06-21,NA,10471.5
65620,2016-08-08,2016-08-08,22757.11
143826,2016-08-08,NA,16674.83
87830,2016-08-08,2016-09-21,15850.78
162264,2016-05-12,2016-05-18,26939.64
122395,2016-06-13,NA,129501.25
115644,2016-06-13,NA,203668.17
23041,2016-06-13,NA,24897.42
145760,2016-08-08,2016-09-20,10166.17
148509,2016-06-13,2016-06-14,40052.23
83001,2016-06-21,NA,17269.49
43314,2016-06-13,NA,56865.96
21691,2016-06-21,2016-07-31,12516.27
118720,2016-08-08,2016-08-19,20611.76
95426,2016-06-21,NA,21642.5
156241,2016-06-13,2016-09-08,57724.42
98142,2016-06-13,2016-06-13,242859.54
17332,2016-06-13,2016-07-02,17178.98
23495,2016-06-21,2016-07-08,91374
8209,2016-06-13,NA,13330.68
172577,2016-08-08,NA,268556
112012,2016-08-08,NA,12067.77
158322,2016-06-06,2016-09-08,13030.7
125452,2016-05-12,NA,12151.76
175143,2016-06-06,2016-06-10,58775.87
24447,2016-08-08,NA,11280.59
42682,2016-06-21,NA,35165.96
149193,2016-08-08,NA,47510.44
11115,2016-06-21,2016-06-23,11479.92
153111,2016-05-19,2016-05-24,14223.3
116105,2016-06-13,2016-06-24,62296.74
149008,2016-06-13,2016-08-26,12591.25
105985,2016-06-06,NA,32927.75
130669,2016-08-08,NA,14284.01
95611,2016-06-06,NA,19125.65
175109,2016-06-21,NA,13726.73
96137,2016-06-21,NA,102548.84
82077,2016-06-13,NA,20041.68
151812,2016-06-13,NA,39132.81
21473,2016-06-13,2017-02-02,221038.14
12319,2016-08-08,NA,11075.37
167995,2016-06-13,NA,36674.71
152707,2016-08-08,2016-10-28,10466.94
64838,2016-06-13,2016-07-28,431930.99
27452,2016-08-08,NA,10038
95610,2016-08-08,NA,78292.36
61527,2016-06-13,2016-08-11,67048.57
14460,2016-06-06,2016-06-07,10359.71
178201,2016-06-13,2016-11-24,119298.52
138212,2016-06-13,NA,19061.39
138295,2016-08-08,2016-11-11,64989.88
30079,2016-08-08,2017-03-17,10988.04
159074,2016-06-13,NA,101337.8
23374,2016-06-21,2016-06-22,61929.9
25782,2016-06-13,NA,10406.14
64900,2016-06-13,NA,12586.55
150438,2016-05-12,NA,173075.45
61195,2016-06-21,2016-09-05,20079.58
87696,2016-06-21,NA,17175
110521,2016-06-13,2016-06-14,27308.87
137331,2016-06-13,NA,10163.93
80923,2016-05-12,2016-05-24,64807
146365,2016-06-21,2016-08-14,11157.5
110565,2016-06-13,2016-06-30,53600.85
100229,2016-06-13,NA,29280.79
174421,2016-06-21,NA,14908.82
157064,2016-07-26,2016-09-20,33360.06
13480,2016-06-06,2016-11-15,32205
121608,2016-06-06,2016-06-06,32882.07
15400,2016-06-21,NA,14953.36
78808,2016-06-13,NA,28474.7
84638,2016-08-08,NA,12216.49
30498,2016-08-08,2016-08-18,54157.8
60012,2016-08-08,2016-10-06,144751.83
2333,2016-06-13,2016-06-17,10162.22
148360,2016-07-26,NA,38834.9
41379,2016-08-08,NA,14796.66
1070,2016-08-08,NA,62697.14
73981,2016-06-21,2016-06-21,16300.31
6420,2016-06-13,NA,23178.97
123274,2016-08-08,NA,12888
102436,2016-08-08,2016-09-23,27563.15
161789,2016-07-26,NA,112884.93
76120,2016-06-13,NA,21748.16
74967,2016-06-13,NA,380646.41
44790,2016-06-13,NA,13875.88
80704,2016-06-21,2016-06-24,53806.77
26430,2016-08-08,2016-12-09,13933.93
19116,2016-06-21,NA,11277.21
156311,2016-06-13,NA,17286.49
44084,2016-06-21,NA,68625.43
168786,2016-06-13,2016-06-14,42146.7
97093,2016-06-13,NA,13959.88
40149,2016-05-19,2016-10-07,67927.58
34355,2016-06-13,NA,86469.49
45486,2016-06-13,2016-06-15,40401.89
126641,2016-06-21,NA,64818.05
109725,2016-06-13,2016-06-18,296409.08
165782,2016-06-13,2016-10-11,88569.67
39673,2016-06-13,2016-06-18,19412.59
97086,2016-06-13,NA,94045.67
180676,2016-06-13,NA,10051.93
18514,2016-06-13,NA,193121.21
4489,2016-05-12,NA,14989.16
99035,2016-08-08,NA,45450.06
111273,2016-06-21,NA,12473.15
162201,2016-06-13,NA,82170.78
31013,2016-06-21,NA,17523.15
53713,2016-06-06,NA,10205.6
177649,2016-08-08,NA,15590.82
48307,2016-06-21,2017-01-03,15054.4
50676,2016-07-26,NA,14152.75
40607,2016-06-13,2016-07-09,14643.51
153234,2016-08-08,NA,27117.73
66633,2016-08-08,2016-11-04,82863.96
75062,2016-08-08,NA,113280.13
132190,2016-06-21,2016-07-17,13094.36
84910,2016-06-13,2016-07-20,13856.99
24657,2016-07-26,NA,21067.33
188,2016-06-21,NA,101806.46
119730,2016-06-13,NA,105148.85
103216,2016-08-08,NA,20625.17
105415,2016-08-08,NA,12637.22
171566,2016-06-13,2016-06-17,32024.23
75734,2016-05-12,NA,12445
46473,2016-06-21,2016-06-25,52687.79
119484,2016-06-13,NA,10758.21
130683,2016-06-13,2016-06-13,18857.71
32974,2016-06-21,NA,67672.92
135195,2016-07-26,NA,36941.18
102989,2016-08-08,NA,13142.11
136944,2016-08-08,NA,10833.93
135890,2016-08-08,NA,18059.7
143788,2016-08-08,NA,17329.94
175500,2016-06-21,2016-07-25,14368.67
127616,2016-06-21,NA,12342.96
26384,2016-08-08,NA,45068.69
74845,2016-06-13,NA,37117.18
170214,2016-08-08,NA,18640.19
181599,2016-07-26,NA,26530.16
131075,2016-06-21,2016-06-23,180894.43
178309,2016-06-21,NA,14028.61
20803,2016-06-13,2016-06-14,714235.58
144319,2016-05-12,NA,96640.64
95704,2016-06-21,2016-09-23,43418.82
120808,2016-06-13,NA,76540.39
147370,2016-07-26,NA,29034.66
183605,2016-06-13,NA,23448.34
171280,2016-08-08,2016-08-12,28428.82
41165,2016-06-13,2016-09-27,59370.39
121600,2016-06-21,NA,19092.79
51140,2016-06-13,NA,13737.08
67307,2016-06-21,2016-06-29,15137.03
49508,2016-06-13,2016-09-05,24607.67
183303,2016-06-06,2016-07-14,59503.95
103128,2016-06-21,2016-06-21,119042.08
139017,2016-07-26,NA,14768.63
59234,2016-06-06,2017-03-06,11689.81
55616,2016-06-21,2017-01-25,59565
142664,2016-08-08,2016-09-28,28636.69
72673,2016-06-06,NA,21438.27
98561,2016-08-08,2016-08-08,27240.75
148750,2016-07-26,2016-07-26,43750.95
85280,2016-06-06,2016-08-31,31747.17
101183,2016-06-13,NA,85182.29
44267,2016-08-08,2016-08-09,149656.54
131659,2016-06-13,NA,52415.16
171131,2016-08-08,NA,14577.83
8046,2016-06-13,2016-06-13,64627.08
72109,2016-06-21,NA,28377.66
44994,2016-08-08,2016-10-10,45597.06
135656,2016-08-08,NA,27530.49
122902,2016-06-13,NA,10588.04
177792,2016-06-13,NA,11506.08
58997,2016-06-13,2016-10-05,18720
169874,2016-08-08,NA,97085.19
179544,2016-06-13,NA,12642.81
91108,2016-06-13,NA,31436.35
40765,2016-06-13,2016-09-08,48467.89
150642,2016-06-21,2016-07-07,28263.8
464,2016-08-08,2016-08-08,14774.86
22491,2016-06-13,2016-07-21,177652.57
78475,2016-06-21,2016-06-29,12460.97
37396,2016-08-08,2016-09-08,12470.31
46904,2016-08-08,NA,526938.82
129193,2016-06-21,2016-10-31,45746.34
100773,2016-06-06,NA,230173.13
105364,2016-07-26,NA,13671.97
101621,2016-06-21,2016-06-21,14827.95
63248,2016-08-08,NA,13112.31
140027,2016-06-13,NA,12523.28
90724,2016-06-21,2016-07-18,51774.08
177924,2016-06-06,NA,11646.15
85842,2016-08-08,2016-09-17,32462.34
45441,2016-08-08,2016-09-08,59024.1
25450,2016-06-21,NA,35948.16
39259,2016-08-08,NA,10982.69
43371,2016-08-08,2016-09-28,43314.03
2004,2016-06-13,2016-06-30,148222.54
85389,2016-06-13,2016-06-18,58274.15
140694,2016-06-21,2016-07-04,33158.26
79563,2016-06-13,2016-06-18,17896.31
143536,2016-06-13,2017-03-14,12412.11
153301,2016-06-13,2016-06-28,32653.86
99257,2016-08-08,NA,69800.1
69429,2016-06-21,2016-07-06,122363.68
73370,2016-06-21,NA,112907.37
33118,2016-05-12,2016-05-17,18167.84
35300,2016-06-13,NA,10580.72
166652,2016-08-08,2016-08-13,11066.5
48154,2016-06-13,NA,34098.36
44913,2016-05-19,NA,10352.31
6429,2016-06-13,NA,35583.28
176963,2016-08-08,NA,36913.16
33265,2016-06-13,NA,25649.59
5005,2016-06-06,2016-06-22,33213.39
116338,2016-08-08,2016-09-19,20371.34
34699,2016-06-13,2016-08-05,39344.25
10711,2016-06-13,2016-06-19,20035.98
34036,2016-06-13,2016-10-01,28005.02
162325,2016-07-26,NA,20923.32
70356,2016-06-13,2016-06-17,108558.33
140638,2016-05-12,2016-05-12,110078.22
91604,2016-08-08,NA,47631.17
91311,2016-08-08,2016-08-23,38405.96
175851,2016-07-26,2016-07-29,19176.33
141790,2016-08-08,NA,53443.24
133096,2016-06-21,2016-12-05,14595.38
171873,2016-05-19,NA,15930.91
179386,2016-08-08,NA,11570.5
31913,2016-07-26,NA,121740.48
25082,2016-06-13,2016-06-15,23197.09
55869,2016-08-08,NA,36030.81
80391,2016-08-08,NA,12354.74
156012,2016-06-21,NA,84052.58
46800,2016-05-12,2016-05-12,29931.87
76769,2016-06-21,NA,15326.45
36671,2016-06-21,NA,17102.12
76254,2016-08-08,2017-01-27,68472.56
137176,2016-06-06,2016-10-19,82061.75
98022,2016-08-08,2016-09-09,15907.81
50689,2016-06-13,NA,19979.98
31938,2016-06-06,NA,101355.39
115540,2016-06-13,2016-06-14,484081.03
155267,2016-08-08,NA,26653.01
183591,2016-06-21,NA,17043.66
95198,2016-08-08,NA,168468.52
149377,2016-06-13,2016-06-13,18198.64
180257,2016-07-26,NA,16553.52
170553,2016-05-19,2016-09-30,29404.13
76487,2016-06-13,2016-06-16,24186.05
82798,2016-06-13,NA,11724.97
168478,2016-06-21,NA,17384.98
144738,2016-08-08,2016-11-22,142380.06
95711,2016-06-13,NA,15138.09
10153,2016-08-08,2016-08-09,19306.1
123185,2016-08-08,2017-03-19,83009.81
31632,2016-06-06,NA,25986.19
176632,2016-06-13,NA,58123.78
37160,2016-08-08,NA,77016.79
174293,2016-06-06,2016-06-06,61859.49
23743,2016-06-13,NA,11643.64
59585,2016-07-26,2016-07-29,13033.78
76736,2016-08-08,NA,22781
33879,2016-06-06,NA,19245.27
183127,2016-08-08,NA,10423.78
94651,2016-07-26,NA,86602.64
153300,2016-08-08,NA,37058.02
86088,2016-05-19,NA,35605
141766,2016-08-08,NA,32581.18
85637,2016-06-21,NA,40978.84
134494,2016-06-13,2016-06-13,47592.13
92389,2016-08-08,2016-12-06,13273.85
123026,2016-08-08,NA,19037.01
130931,2016-06-13,2016-06-13,21490.56
168656,2016-06-13,2016-06-23,91739.39
7591,2016-06-06,NA,32688.48
92095,2016-08-08,NA,30124.48
43710,2016-06-13,2016-06-20,35112.6
41495,2016-06-21,NA,185394.45
15256,2016-06-13,2016-06-13,56794.4
32003,2016-08-08,NA,53828.32
7111,2016-06-13,NA,16113.78
98854,2016-08-08,2016-08-17,60182.99
126086,2016-06-13,NA,16881.29
15967,2016-06-13,NA,12410.15
112269,2016-06-06,NA,15624.56
72374,2016-06-13,NA,287939.32
60677,2016-06-13,2016-06-21,13128.51
58956,2016-06-13,NA,19913.7
15654,2016-08-08,NA,25903.96
54759,2016-06-21,2016-06-25,50774.62
147284,2016-08-08,2016-11-02,96204.85
2395,2016-06-13,NA,11713.06
53688,2016-06-13,NA,14651.73
72681,2016-06-13,NA,10836.66
127048,2016-06-13,2016-06-23,38478.63
61211,2016-07-26,NA,113232.37
62219,2016-06-13,2016-06-13,29502.72
10861,2016-06-13,NA,43098.92
145188,2016-06-21,2016-06-22,1005633.35
177683,2016-08-08,NA,45929.99
176960,2016-08-08,NA,97665.91
60236,2016-06-13,NA,172935.57
7274,2016-08-08,2016-10-25,11489.94
96828,2016-06-21,NA,45429.35
35136,2016-08-08,NA,12176.82
120223,2016-06-13,NA,24025.41
160446,2016-06-13,NA,19183.28
71373,2016-06-13,NA,87812.77
155201,2016-06-13,NA,13891.74
16696,2016-08-08,2016-08-15,12094.59
152394,2016-08-08,2016-09-14,16817.74
153945,2016-06-13,NA,53718.25
88516,2016-05-12,NA,23130.58
76799,2016-08-08,NA,69724.38
148704,2016-08-08,2016-09-23,13560.81
21982,2016-06-06,2016-06-09,104663.24
147888,2016-06-13,NA,22671.66
143532,2016-06-13,NA,12622.86
57360,2016-06-06,NA,23585.53
104291,2016-06-21,2016-09-01,13085.52
82972,2016-05-12,2016-05-12,3276485.24
87511,2016-06-21,2016-06-26,21146.47
144324,2016-08-08,2016-11-02,136710.97
69485,2016-06-06,2016-06-25,324366.4
105407,2016-08-08,NA,33253.53
167557,2016-08-08,2017-02-20,454268
26374,2016-06-21,2016-06-21,74170.38
30867,2016-06-21,2016-10-18,27646
106411,2016-08-08,2016-11-20,87730.8
12994,2016-06-21,NA,24677.01
158551,2016-08-08,NA,23140.87
121279,2016-07-26,2016-09-13,14053.12
64680,2016-06-13,NA,32427.73
99228,2016-06-13,NA,27942.35
177274,2016-08-08,NA,44876.27
176685,2016-07-26,NA,157752.98
76797,2016-06-21,2016-07-04,22375.69
41537,2016-06-13,2016-06-16,10995.13
42704,2016-06-13,NA,11344.06
182605,2016-06-13,2016-06-15,23838.06
7699,2016-08-08,NA,13893.98
128823,2016-08-08,NA,57106.74
18021,2016-06-21,2016-08-09,33197.96
75750,2016-08-08,NA,70246.41
73831,2016-06-21,2017-02-19,10245.41
54791,2016-06-21,NA,45634.51
4996,2016-06-21,2016-06-21,17487.17
139768,2016-06-21,NA,21055.51
73215,2016-08-08,2016-12-14,20445.78
135505,2016-08-08,NA,12197.99
166651,2016-06-06,2016-06-10,547237.4
106435,2016-08-08,NA,774527.51
10555,2016-06-13,NA,12470.44
104918,2016-08-08,2016-08-14,33956.27
91231,2016-08-08,2016-08-08,34882.98
181623,2016-06-21,NA,11767.78
24609,2016-06-13,NA,17440.42
36978,2016-06-21,2016-06-22,309519.74
55211,2016-08-08,NA,19240.87
53693,2016-06-13,NA,68662.42
120182,2016-06-13,2016-08-07,28838.38
18326,2016-06-13,2016-06-13,59801.81
83294,2016-06-13,NA,31184.27
49199,2016-06-21,NA,113089.29
59063,2016-08-08,NA,156720.07
82633,2016-06-06,2016-06-06,830158.76
81686,2016-06-21,NA,11028.33
141014,2016-06-13,NA,29623.07
57522,2016-06-21,NA,11675.55
152719,2016-06-21,2016-07-05,146761.91
129507,2016-08-08,NA,67504.69
134074,2016-06-13,2016-06-16,862745.6
122624,2016-06-21,NA,10051
91201,2016-08-08,2016-09-06,19329.27
119011,2016-06-13,NA,73237.84
50282,2016-06-21,NA,83782.62
55057,2016-08-08,NA,46605.5
105010,2016-06-21,2016-08-16,87545.29
55840,2016-08-08,NA,80390.95
61794,2016-06-21,2016-08-12,22537.6
156872,2016-06-21,2016-06-28,89035.21
83203,2016-07-26,NA,24180.48
115330,2016-08-08,NA,195193
156154,2016-06-21,NA,24323.8
122710,2016-06-21,2016-06-23,24683.69
106023,2016-06-06,2017-02-27,290546.63
40434,2016-06-13,NA,17884.08
141722,2016-08-08,2017-01-20,20893.55
25947,2016-08-08,2016-10-09,21807.05
137465,2016-07-26,2016-08-21,204752.69
79924,2016-08-08,2016-10-04,12773.97
179265,2016-06-21,NA,30839.2
31495,2016-06-13,NA,198648.26
51619,2016-06-21,NA,44357.24
22714,2016-05-12,2016-08-29,20445.03
73626,2016-06-13,NA,20123.98
138922,2016-06-21,2016-06-22,93432.35
25265,2016-06-06,NA,34883.53
110819,2016-08-08,2016-08-28,13197.95
75675,2016-07-26,NA,582818.1
174694,2016-08-08,NA,30961.18
91870,2016-06-21,NA,12122.06
151207,2016-06-13,NA,87093.03
136368,2016-06-21,2016-07-20,212663.7
71403,2016-07-26,2016-07-26,18388.11
172390,2016-06-13,NA,84003.3
25648,2016-06-21,NA,25314.13
142102,2016-07-26,2016-11-15,11485.86
160217,2016-06-13,2016-06-13,34226.47
142336,2016-06-06,NA,23619.7
57963,2016-08-08,NA,12254.62
103950,2016-06-13,NA,515420.44
6564,2016-06-13,2016-06-13,32105.18
116925,2016-06-13,2016-06-13,125040.01
91914,2016-06-13,2016-08-05,93298.38
14860,2016-06-21,2016-07-09,10452.96
138809,2016-06-13,NA,13896.89
3676,2016-06-06,NA,82168.9
29477,2016-08-08,NA,14647.79
16953,2016-07-26,NA,15615.52
128115,2016-08-08,NA,19289.96
67000,2016-08-08,2016-08-29,68235.65
48164,2016-05-12,2016-05-14,20590.48
101630,2016-08-08,NA,21618.03
33089,2016-06-21,NA,14493.84
172177,2016-06-13,2016-06-15,22185.97
31758,2016-06-13,2017-01-28,45756.19
56022,2016-07-26,2016-07-29,257404.84
59365,2016-08-08,NA,16333.23
106788,2016-06-13,2016-10-24,16942.49
77638,2016-06-21,NA,11970.96
59072,2016-06-13,2017-01-05,19972.64
106065,2016-06-13,2016-07-31,15848.51
96684,2016-08-08,NA,16859.96
31970,2016-08-08,NA,11255.23
140273,2016-08-08,NA,42136.9
53182,2016-05-12,NA,1188089.5
63621,2016-06-21,NA,10139.08
78482,2016-06-21,NA,16093.06
71313,2016-06-13,NA,27706.42
174234,2016-06-13,NA,57077.44
86992,2016-06-21,NA,34244.24
177362,2016-08-08,NA,16062.57
180687,2016-06-21,NA,27372.41
43080,2016-08-08,NA,12023.56
